dataset,dataset_idx,image_file,linguistic_phenomena,caption,answer,classes,split,original_split,classes_foil,mturk,foil,challenge_set,foil_method,grammaticality_scores,nli_scores,key,declarative_statement,declarative_statement_foils,provenance_of_foils,foiling_method,orig_caption,only_caption,local_img_path
VisDial_v1.0,,COCO_train2014_000000522270.jpg,coreference,a couple of men sitting next to each other in a crowded room. is it overcrowded in the room? no.,,no,,train,yes,"{'foil': 2, 'caption': 1, 'other': 0}",a couple of men sitting next to each other in a crowded room. is it overcrowded in the room? yes.,coreference-standard.json,,,,,,,,,,a couple of men sitting next to each other in a crowded room,images/coco2014/COCO_train2014_000000522270.jpg
VisDial_v1.0,,COCO_train2014_000000407949.jpg,coreference,a man in a suit holding the door to a train open. is he in uniform? yes.,,yes,,train,no,"{'foil': 0, 'caption': 3, 'other': 0}",a man in a suit holding the door to a train open. is he in uniform? no.,coreference-standard.json,,,,,,,,,,a man in a suit holding the door to a train open,images/coco2014/COCO_train2014_000000407949.jpg
VisDial_v1.0,,COCO_val2014_000000135460.jpg,coreference,a plate full of doughnuts and bananas in the background. is this a kitchen? yes.,,yes,,train,no,"{'foil': 1, 'caption': 0, 'other': 2}",a plate full of doughnuts and bananas in the background. is this a kitchen? no.,coreference-standard.json,,,,,,,,,,a plate full of doughnuts and bananas in the background,images/coco2014/COCO_val2014_000000135460.jpg
VisDial_v1.0,,COCO_train2014_000000517534.jpg,coreference,an elephant with 2 calf take cover from sunshine. are they under a tree? yes.,,yes,,train,no,"{'foil': 0, 'caption': 3, 'other': 0}",an elephant with 2 calf take cover from sunshine. are they under a tree? no.,coreference-standard.json,,,,,,,,,,an elephant with 2 calf take cover from sunshine,images/coco2014/COCO_train2014_000000517534.jpg
VisDial_v1.0,,COCO_train2014_000000106229.jpg,coreference,a dog is sitting on the floor with a hair dryer and other objects. can you tell what kind of dog it is? no.,,no,,train,yes,"{'foil': 2, 'caption': 1, 'other': 0}",a dog is sitting on the floor with a hair dryer and other objects. can you tell what kind of dog it is? yes.,coreference-standard.json,,,,,,,,,,a dog is sitting on the floor with a hair dryer and other objects,images/coco2014/COCO_train2014_000000106229.jpg
VisDial_v1.0,,COCO_train2014_000000164146.jpg,coreference,a bed sitting in a room under a window. is it a large bed? no.,,no,,train,yes,"{'foil': 1, 'caption': 1, 'other': 1}",a bed sitting in a room under a window. is it a large bed? yes.,coreference-standard.json,,,,,,,,,,a bed sitting in a room under a window,images/coco2014/COCO_train2014_000000164146.jpg
VisDial_v1.0,,COCO_train2014_000000168377.jpg,coreference,a girl flying a kite on a grassy hill. is this an older girl? no.,,no,,train,yes,"{'foil': 0, 'caption': 3, 'other': 0}",a girl flying a kite on a grassy hill. is this an older girl? yes.,coreference-standard.json,,,,,,,,,,a girl flying a kite on a grassy hill,images/coco2014/COCO_train2014_000000168377.jpg
VisDial_v1.0,,COCO_train2014_000000033034.jpg,coreference,a piece of bread holding various foods that include sauce and a salad. is it a sandwich? no.,,no,,train,yes,"{'foil': 0, 'caption': 3, 'other': 0}",a piece of bread holding various foods that include sauce and a salad. is it a sandwich? yes.,coreference-standard.json,,,,,,,,,,a piece of bread holding various foods that include sauce and a salad,images/coco2014/COCO_train2014_000000033034.jpg
VisDial_v1.0,,COCO_train2014_000000063185.jpg,coreference,a man in black vest waterskiing with trees in background. is this a color photo? yes.,,yes,,train,no,"{'foil': 0, 'caption': 3, 'other': 0}",a man in black vest waterskiing with trees in background. is this a color photo? no.,coreference-standard.json,,,,,,,,,,a man in black vest waterskiing with trees in background,images/coco2014/COCO_train2014_000000063185.jpg
VisDial_v1.0,,COCO_train2014_000000061184.jpg,coreference,a pool next to a couple of wooden chairs. is this an outdoor pool? yes.,,yes,,train,no,"{'foil': 0, 'caption': 3, 'other': 0}",a pool next to a couple of wooden chairs. is this an outdoor pool? no.,coreference-standard.json,,,,,,,,,,a pool next to a couple of wooden chairs,images/coco2014/COCO_train2014_000000061184.jpg
VisDial_v1.0,,COCO_train2014_000000313508.jpg,coreference,a surfer rides up a wave on the ocean. is it a huge wave? no.,,no,,train,yes,"{'foil': 2, 'caption': 1, 'other': 0}",a surfer rides up a wave on the ocean. is it a huge wave? yes.,coreference-standard.json,,,,,,,,,,a surfer rides up a wave on the ocean,images/coco2014/COCO_train2014_000000313508.jpg
VisDial_v1.0,,COCO_train2014_000000365115.jpg,coreference,"a bacon cheeseburger with a donut as the bun. hi, can you see any people in this image? no.",,no,,train,yes,"{'foil': 0, 'caption': 3, 'other': 0}","a bacon cheeseburger with a donut as the bun. hi, can you see any people in this image? yes.",coreference-standard.json,,,,,,,,,,a bacon cheeseburger with a donut as the bun,images/coco2014/COCO_train2014_000000365115.jpg
VisDial_v1.0,,COCO_train2014_000000223112.jpg,coreference,a plate with crab cakes and some sort of pie. is it a close up of the food? yes.,,yes,,train,no,"{'foil': 0, 'caption': 3, 'other': 0}",a plate with crab cakes and some sort of pie. is it a close up of the food? no.,coreference-standard.json,,,,,,,,,,a plate with crab cakes and some sort of pie,images/coco2014/COCO_train2014_000000223112.jpg
VisDial_v1.0,,COCO_val2014_000000386257.jpg,coreference,large circular shaped clock tower in black and white. is it daytime? no.,,no,,train,yes,"{'foil': 0, 'caption': 3, 'other': 0}",large circular shaped clock tower in black and white. is it daytime? yes.,coreference-standard.json,,,,,,,,,,large circular shaped clock tower in black and white,images/coco2014/COCO_val2014_000000386257.jpg
VisDial_v1.0,,COCO_val2014_000000318209.jpg,coreference,a plate of food and a drink on a surface. is this photo in color? yes.,,yes,,train,no,"{'foil': 0, 'caption': 3, 'other': 0}",a plate of food and a drink on a surface. is this photo in color? no.,coreference-standard.json,,,,,,,,,,a plate of food and a drink on a surface,images/coco2014/COCO_val2014_000000318209.jpg
VisDial_v1.0,,COCO_train2014_000000558365.jpg,coreference,a ship out on the water with another ship in the distance behind it. is it a sea? yes.,,yes,,train,no,"{'foil': 0, 'caption': 3, 'other': 0}",a ship out on the water with another ship in the distance behind it. is it a sea? no.,coreference-standard.json,,,,,,,,,,a ship out on the water with another ship in the distance behind it,images/coco2014/COCO_train2014_000000558365.jpg
VisDial_v1.0,,COCO_train2014_000000125979.jpg,coreference,a white plate a fork a piece of cake and whip cream. is this part of a birthday cake? no.,,no,,train,yes,"{'foil': 0, 'caption': 2, 'other': 1}",a white plate a fork a piece of cake and whip cream. is this part of a birthday cake? yes.,coreference-standard.json,,,,,,,,,,a white plate a fork a piece of cake and whip cream,images/coco2014/COCO_train2014_000000125979.jpg
VisDial_v1.0,,COCO_train2014_000000294968.jpg,coreference,a person holding skis walking on a snowy surface. is it a boy? no.,,no,,train,yes,"{'foil': 2, 'caption': 0, 'other': 1}",a person holding skis walking on a snowy surface. is it a boy? yes.,coreference-standard.json,,,,,,,,,,a person holding skis walking on a snowy surface,images/coco2014/COCO_train2014_000000294968.jpg
VisDial_v1.0,,COCO_train2014_000000315211.jpg,coreference,a green street sign next to a neon sign on a building. dose sign have any writing on it? yes.,,yes,,train,no,"{'foil': 1, 'caption': 2, 'other': 0}",a green street sign next to a neon sign on a building. dose sign have any writing on it? no.,coreference-standard.json,,,,,,,,,,a green street sign next to a neon sign on a building,images/coco2014/COCO_train2014_000000315211.jpg
VisDial_v1.0,,COCO_train2014_000000475769.jpg,coreference,2 motorcyclist are riding down a lone on the road. are both men? yes.,,yes,,train,no,"{'foil': 2, 'caption': 1, 'other': 0}",2 motorcyclist are riding down a lone on the road. are both men? no.,coreference-standard.json,,,,,,,,,,2 motorcyclist are riding down a lone on the road,images/coco2014/COCO_train2014_000000475769.jpg
VisDial_v1.0,,COCO_train2014_000000014128.jpg,coreference,a young woman perched upon a white fire hydrant posing with her arms stretched out. does she have boots on? no.,,no,,train,yes,"{'foil': 1, 'caption': 2, 'other': 0}",a young woman perched upon a white fire hydrant posing with her arms stretched out. does she have boots on? yes.,coreference-standard.json,,,,,,,,,,a young woman perched upon a white fire hydrant posing with her arms stretched out,images/coco2014/COCO_train2014_000000014128.jpg
VisDial_v1.0,,COCO_train2014_000000112137.jpg,coreference,some baseball players are playing baseball on a field. is this picture in color? yes.,,yes,,train,no,"{'foil': 0, 'caption': 3, 'other': 0}",some baseball players are playing baseball on a field. is this picture in color? no.,coreference-standard.json,,,,,,,,,,some baseball players are playing baseball on a field,images/coco2014/COCO_train2014_000000112137.jpg
VisDial_v1.0,,COCO_val2014_000000108681.jpg,coreference,a grey and white cat sleeping on a computer keyboard. is this an adult cat? yes.,,yes,,train,no,"{'foil': 3, 'caption': 0, 'other': 0}",a grey and white cat sleeping on a computer keyboard. is this an adult cat? no.,coreference-standard.json,,,,,,,,,,a grey and white cat sleeping on a computer keyboard,images/coco2014/COCO_val2014_000000108681.jpg
VisDial_v1.0,,COCO_train2014_000000262951.jpg,coreference,people flying kits at the beach with a clear blue sky. does this photo have a watermark? no.,,no,,train,yes,"{'foil': 0, 'caption': 2, 'other': 1}",people flying kits at the beach with a clear blue sky. does this photo have a watermark? yes.,coreference-standard.json,,,,,,,,,,people flying kits at the beach with a clear blue sky,images/coco2014/COCO_train2014_000000262951.jpg
VisDial_v1.0,,COCO_val2014_000000473896.jpg,coreference,a clock tower sitting on top of a building. is this a church? no.,,no,,train,yes,"{'foil': 1, 'caption': 2, 'other': 0}",a clock tower sitting on top of a building. is this a church? yes.,coreference-standard.json,,,,,,,,,,a clock tower sitting on top of a building,images/coco2014/COCO_val2014_000000473896.jpg
VisDial_v1.0,,COCO_val2014_000000224595.jpg,coreference,i think that the plane has just taken off. is this a large plane? yes.,,yes,,train,no,"{'foil': 2, 'caption': 1, 'other': 0}",i think that the plane has just taken off. is this a large plane? no.,coreference-standard.json,,,,,,,,,,i think that the plane has just taken off,images/coco2014/COCO_val2014_000000224595.jpg
VisDial_v1.0,,COCO_train2014_000000045351.jpg,coreference,a person riding skis down a snow covered slope. is this person alone? yes.,,yes,,train,no,"{'foil': 2, 'caption': 1, 'other': 0}",a person riding skis down a snow covered slope. is this person alone? no.,coreference-standard.json,,,,,,,,,,a person riding skis down a snow covered slope,images/coco2014/COCO_train2014_000000045351.jpg
VisDial_v1.0,,COCO_train2014_000000163220.jpg,coreference,2 horses pull a carriage with 3 men dressed in red on it. does it look cold outside? no.,,no,,train,yes,"{'foil': 1, 'caption': 1, 'other': 1}",2 horses pull a carriage with 3 men dressed in red on it. does it look cold outside? yes.,coreference-standard.json,,,,,,,,,,2 horses pull a carriage with 3 men dressed in red on it,images/coco2014/COCO_train2014_000000163220.jpg
VisDial_v1.0,,COCO_train2014_000000067987.jpg,coreference,fruit sitting on a plate arranged to look like a smile. is it a happy smile? yes.,,yes,,train,no,"{'foil': 0, 'caption': 3, 'other': 0}",fruit sitting on a plate arranged to look like a smile. is it a happy smile? no.,coreference-standard.json,,,,,,,,,,fruit sitting on a plate arranged to look like a smile,images/coco2014/COCO_train2014_000000067987.jpg
VisDial_v1.0,,COCO_train2014_000000502916.jpg,coreference,a woman standing on top of a tennis court with a racquet. is she swinging? yes.,,yes,,train,no,"{'foil': 0, 'caption': 2, 'other': 1}",a woman standing on top of a tennis court with a racquet. is she swinging? no.,coreference-standard.json,,,,,,,,,,a woman standing on top of a tennis court with a racquet,images/coco2014/COCO_train2014_000000502916.jpg
VisDial_v1.0,,COCO_train2014_000000486125.jpg,coreference,"a young man fastening a tie, with the expression of 1 who doesn't appreciate ties. is this a color picture? yes.",,yes,,train,no,"{'foil': 0, 'caption': 3, 'other': 0}","a young man fastening a tie, with the expression of 1 who doesn't appreciate ties. is this a color picture? no.",coreference-standard.json,,,,,,,,,,"a young man fastening a tie, with the expression of 1 who doesn't appreciate ties",images/coco2014/COCO_train2014_000000486125.jpg
VisDial_v1.0,,COCO_train2014_000000244659.jpg,coreference,a bunch of people standing around at the beach with a kite in the air. is it sunny? no.,,no,,train,yes,"{'foil': 0, 'caption': 3, 'other': 0}",a bunch of people standing around at the beach with a kite in the air. is it sunny? yes.,coreference-standard.json,,,,,,,,,,a bunch of people standing around at the beach with a kite in the air,images/coco2014/COCO_train2014_000000244659.jpg
VisDial_v1.0,,COCO_train2014_000000028924.jpg,coreference,a tennis court that has a girl and a racket. is this court outside? yes.,,yes,,train,no,"{'foil': 1, 'caption': 2, 'other': 0}",a tennis court that has a girl and a racket. is this court outside? no.,coreference-standard.json,,,,,,,,,,a tennis court that has a girl and a racket,images/coco2014/COCO_train2014_000000028924.jpg
VisDial_v1.0,,COCO_train2014_000000298170.jpg,coreference,a train coming down the tracks in the country. is it a passenger train? no.,,no,,train,yes,"{'foil': 0, 'caption': 3, 'other': 0}",a train coming down the tracks in the country. is it a passenger train? yes.,coreference-standard.json,,,,,,,,,,a train coming down the tracks in the country,images/coco2014/COCO_train2014_000000298170.jpg
VisDial_v1.0,,COCO_train2014_000000233110.jpg,coreference,a electric company repair truck on the side of the road. is this a color picture? yes.,,yes,,train,no,"{'foil': 1, 'caption': 2, 'other': 0}",a electric company repair truck on the side of the road. is this a color picture? no.,coreference-standard.json,,,,,,,,,,a electric company repair truck on the side of the road,images/coco2014/COCO_train2014_000000233110.jpg
VisDial_v1.0,,COCO_train2014_000000123719.jpg,coreference,a glass vase sits on a table with chairs. is there water in it? no.,,no,,train,yes,"{'foil': 1, 'caption': 2, 'other': 0}",a glass vase sits on a table with chairs. is there water in it? yes.,coreference-standard.json,,,,,,,,,,a glass vase sits on a table with chairs,images/coco2014/COCO_train2014_000000123719.jpg
VisDial_v1.0,,COCO_val2014_000000107781.jpg,coreference,an overview of a game of tennis with a crowd watching. can you see both players? no.,,no,,train,yes,"{'foil': 0, 'caption': 3, 'other': 0}",an overview of a game of tennis with a crowd watching. can you see both players? yes.,coreference-standard.json,,,,,,,,,,an overview of a game of tennis with a crowd watching,images/coco2014/COCO_val2014_000000107781.jpg
VisDial_v1.0,,COCO_val2014_000000513497.jpg,coreference,a church with a clock built into the side of it. is the clock large relative to the wall it is on? no.,,no,,train,yes,"{'foil': 2, 'caption': 1, 'other': 0}",a church with a clock built into the side of it. is the clock large relative to the wall it is on? yes.,coreference-standard.json,,,,,,,,,,a church with a clock built into the side of it,images/coco2014/COCO_val2014_000000513497.jpg
VisDial_v1.0,,COCO_val2014_000000498350.jpg,coreference,a person on a motor bike riding through a forest. is it a man or woman? no.,,no,,train,yes,"{'foil': 0, 'caption': 1, 'other': 2}",a person on a motor bike riding through a forest. is it a man or woman? yes.,coreference-standard.json,,,,,,,,,,a person on a motor bike riding through a forest,images/coco2014/COCO_val2014_000000498350.jpg
VisDial_v1.0,,COCO_train2014_000000119647.jpg,coreference,a woman holding a phone to her ear while in the street. is it daytime? yes.,,yes,,train,no,"{'foil': 0, 'caption': 3, 'other': 0}",a woman holding a phone to her ear while in the street. is it daytime? no.,coreference-standard.json,,,,,,,,,,a woman holding a phone to her ear while in the street,images/coco2014/COCO_train2014_000000119647.jpg
VisDial_v1.0,,COCO_train2014_000000218145.jpg,coreference,a guy is cutting something out of a piece of paper. is it a newspaper? no.,,no,,train,yes,"{'foil': 0, 'caption': 3, 'other': 0}",a guy is cutting something out of a piece of paper. is it a newspaper? yes.,coreference-standard.json,,,,,,,,,,a guy is cutting something out of a piece of paper,images/coco2014/COCO_train2014_000000218145.jpg
VisDial_v1.0,,COCO_val2014_000000415585.jpg,coreference,a train going down a track into a city area. is it pulling into a station? no.,,no,,train,yes,"{'foil': 2, 'caption': 1, 'other': 0}",a train going down a track into a city area. is it pulling into a station? yes.,coreference-standard.json,,,,,,,,,,a train going down a track into a city area,images/coco2014/COCO_val2014_000000415585.jpg
VisDial_v1.0,,COCO_train2014_000000002664.jpg,coreference,bike made with lounge chair on top for passenger to ride in. is it motorized? no.,,no,,train,yes,"{'foil': 0, 'caption': 3, 'other': 0}",bike made with lounge chair on top for passenger to ride in. is it motorized? yes.,coreference-standard.json,,,,,,,,,,bike made with lounge chair on top for passenger to ride in,images/coco2014/COCO_train2014_000000002664.jpg
VisDial_v1.0,,COCO_val2014_000000262651.jpg,coreference,a large ship is pulled up to a container dock. is this image in color? yes.,,yes,,train,no,"{'foil': 0, 'caption': 3, 'other': 0}",a large ship is pulled up to a container dock. is this image in color? no.,coreference-standard.json,,,,,,,,,,a large ship is pulled up to a container dock,images/coco2014/COCO_val2014_000000262651.jpg
VisDial_v1.0,,COCO_val2014_000000078565.jpg,coreference,we see a very old picture of people enjoying the shore. is it in black and white? yes.,,yes,,train,no,"{'foil': 0, 'caption': 3, 'other': 0}",we see a very old picture of people enjoying the shore. is it in black and white? no.,coreference-standard.json,,,,,,,,,,we see a very old picture of people enjoying the shore,images/coco2014/COCO_val2014_000000078565.jpg
VisDial_v1.0,,COCO_train2014_000000412363.jpg,coreference,a dog lying in a pile of shoes. is this in bedroom? no.,,no,,train,yes,"{'foil': 1, 'caption': 1, 'other': 1}",a dog lying in a pile of shoes. is this in bedroom? yes.,coreference-standard.json,,,,,,,,,,a dog lying in a pile of shoes,images/coco2014/COCO_train2014_000000412363.jpg
VisDial_v1.0,,COCO_val2014_000000349559.jpg,coreference,a teenage boy is riding on the street with a skateboard. is this photo in color? no.,,no,,train,yes,"{'foil': 0, 'caption': 3, 'other': 0}",a teenage boy is riding on the street with a skateboard. is this photo in color? yes.,coreference-standard.json,,,,,,,,,,a teenage boy is riding on the street with a skateboard,images/coco2014/COCO_val2014_000000349559.jpg
VisDial_v1.0,,COCO_val2014_000000443844.jpg,coreference,a man in white shirt doing a trick on a skateboard. does he have a helmet on? no.,,no,,train,yes,"{'foil': 1, 'caption': 2, 'other': 0}",a man in white shirt doing a trick on a skateboard. does he have a helmet on? yes.,coreference-standard.json,,,,,,,,,,a man in white shirt doing a trick on a skateboard,images/coco2014/COCO_val2014_000000443844.jpg
VisDial_v1.0,,COCO_train2014_000000306554.jpg,coreference,a white fluffy cat sleeps while wearing a knitted hat. is this inside? yes.,,yes,,train,no,"{'foil': 0, 'caption': 3, 'other': 0}",a white fluffy cat sleeps while wearing a knitted hat. is this inside? no.,coreference-standard.json,,,,,,,,,,a white fluffy cat sleeps while wearing a knitted hat,images/coco2014/COCO_train2014_000000306554.jpg
VisDial_v1.0,,COCO_val2014_000000233882.jpg,coreference,"a large, red air plane, is parked with a man standing near. is it a commercial plane? no.",,no,,train,yes,"{'foil': 1, 'caption': 1, 'other': 1}","a large, red air plane, is parked with a man standing near. is it a commercial plane? yes.",coreference-standard.json,,,,,,,,,,"a large, red air plane, is parked with a man standing near",images/coco2014/COCO_val2014_000000233882.jpg
VisDial_v1.0,,COCO_val2014_000000109488.jpg,coreference,a case with a pink and green pattern. is it a suitcase? no.,,no,,train,yes,"{'foil': 0, 'caption': 2, 'other': 1}",a case with a pink and green pattern. is it a suitcase? yes.,coreference-standard.json,,,,,,,,,,a case with a pink and green pattern,images/coco2014/COCO_val2014_000000109488.jpg
VisDial_v1.0,,COCO_train2014_000000364803.jpg,coreference,a variety of vegetables are on a kitchen counter. is this in kitchen? yes.,,yes,,train,no,"{'foil': 0, 'caption': 3, 'other': 0}",a variety of vegetables are on a kitchen counter. is this in kitchen? no.,coreference-standard.json,,,,,,,,,,a variety of vegetables are on a kitchen counter,images/coco2014/COCO_train2014_000000364803.jpg
VisDial_v1.0,,COCO_train2014_000000101069.jpg,coreference,a long train going down the tracks through a town. is it a passenger train? yes.,,yes,,train,no,"{'foil': 0, 'caption': 3, 'other': 0}",a long train going down the tracks through a town. is it a passenger train? no.,coreference-standard.json,,,,,,,,,,a long train going down the tracks through a town,images/coco2014/COCO_train2014_000000101069.jpg
VisDial_v1.0,,COCO_train2014_000000274724.jpg,coreference,a man dressed up as santa claus smoking a cigarette and talking on the phone. is he man indoors? yes.,,yes,,train,no,"{'foil': 2, 'caption': 1, 'other': 0}",a man dressed up as santa claus smoking a cigarette and talking on the phone. is he man indoors? no.,coreference-standard.json,,,,,,,,,,a man dressed up as santa claus smoking a cigarette and talking on the phone,images/coco2014/COCO_train2014_000000274724.jpg
VisDial_v1.0,,COCO_train2014_000000260932.jpg,coreference,a woman and man changing a microphone on a field near a baseball player. are they changing a microphone? yes.,,yes,,train,no,"{'foil': 0, 'caption': 2, 'other': 1}",a woman and man changing a microphone on a field near a baseball player. are they changing a microphone? no.,coreference-standard.json,,,,,,,,,,a woman and man changing a microphone on a field near a baseball player,images/coco2014/COCO_train2014_000000260932.jpg
VisDial_v1.0,,COCO_train2014_000000268733.jpg,coreference,a pair of orange scissors next to a cut up credit car. is this photo in black and white? no.,,no,,train,yes,"{'foil': 0, 'caption': 3, 'other': 0}",a pair of orange scissors next to a cut up credit car. is this photo in black and white? yes.,coreference-standard.json,,,,,,,,,,a pair of orange scissors next to a cut up credit car,images/coco2014/COCO_train2014_000000268733.jpg
VisDial_v1.0,,COCO_train2014_000000308265.jpg,coreference,"a doorway frames a telescopic view from a far off space with a multi-paned door, a chest of drawers and an oval rug on a wooden floor, up to a yellow room that has an oriental rug, chair, standing lamp, a widescreen tv,leather bench and ottoman. is this a professional photo? no.",,no,,train,yes,"{'foil': 2, 'caption': 0, 'other': 1}","a doorway frames a telescopic view from a far off space with a multi-paned door, a chest of drawers and an oval rug on a wooden floor, up to a yellow room that has an oriental rug, chair, standing lamp, a widescreen tv,leather bench and ottoman. is this a professional photo? yes.",coreference-standard.json,,,,,,,,,,"a doorway frames a telescopic view from a far off space with a multi-paned door, a chest of drawers and an oval rug on a wooden floor, up to a yellow room that has an oriental rug, chair, standing lamp, a widescreen tv,leather bench and ottoman",images/coco2014/COCO_train2014_000000308265.jpg
SWiG,exercising_255.jpg,exercising_255.jpg,actions,A man exercises his torso.,,man,,test,torso,"{'foil': 0, 'caption': 3, 'other': 0}",A torso exercises for a man.,actant-swap.json,,,,,,,,,,,images/swig/exercising_255.jpg
SWiG,preaching_116.jpg,preaching_116.jpg,actions,A preacher preaches to the onlooker.,,preacher,,test,onlooker,"{'foil': 0, 'caption': 3, 'other': 0}",An onlooker preaches to the preacher.,actant-swap.json,,,,,,,,,,,images/swig/preaching_116.jpg
SWiG,displaying_251.jpg,displaying_251.jpg,actions,A man displays a certificate.,,man,,test,certificate,"{'foil': 0, 'caption': 3, 'other': 0}",A certificate displays a man.,actant-swap.json,,,,,,,,,,,images/swig/displaying_251.jpg
SWiG,swinging_57.jpg,swinging_57.jpg,actions,A male child swings at a man.,,male child,,test,man,"{'foil': 0, 'caption': 1, 'other': 2}",A man swings at a male child.,actant-swap.json,,,,,,,,,,,images/swig/swinging_57.jpg
SWiG,unveiling_139.jpg,unveiling_139.jpg,actions,The people unveil the prize.,,people,,test,prize,"{'foil': 0, 'caption': 3, 'other': 0}",A prize unveils people.,actant-swap.json,,,,,,,,,,,images/swig/unveiling_139.jpg
SWiG,unveiling_74.jpg,unveiling_74.jpg,actions,A man unveils a statue.,,man,,test,statue,"{'foil': 0, 'caption': 3, 'other': 0}",A statue unveils of a man.,actant-swap.json,,,,,,,,,,,images/swig/unveiling_74.jpg
SWiG,sucking_143.jpg,sucking_143.jpg,actions,A woman sucks on a candy cane.,,woman,,test,candy cane,"{'foil': 0, 'caption': 3, 'other': 0}",A candy cane sucks a woman.,actant-swap.json,,,,,,,,,,,images/swig/sucking_143.jpg
SWiG,clapping_56.jpg,clapping_56.jpg,actions,A toddler claps out a hand.,,toddler,,test,hand,"{'foil': 0, 'caption': 3, 'other': 0}",A hand claps at the toddler.,actant-swap.json,,,,,,,,,,,images/swig/clapping_56.jpg
SWiG,parachuting_100.jpg,parachuting_100.jpg,actions,The people parachute into the parachute.,,people,,test,parachute,"{'foil': 0, 'caption': 2, 'other': 1}",A parachute parachutes over the people.,actant-swap.json,,,,,,,,,,,images/swig/parachuting_100.jpg
SWiG,reading_114.jpg,reading_114.jpg,actions,A girl reads a book.,,girl,,test,book,"{'foil': 0, 'caption': 3, 'other': 0}",A book reads about a girl.,actant-swap.json,,,,,,,,,,,images/swig/reading_114.jpg
SWiG,teaching_68.jpg,teaching_68.jpg,actions,A teacher teaches a student.,,teacher,,test,student,"{'foil': 0, 'caption': 3, 'other': 0}",A student teaches a teacher.,actant-swap.json,,,,,,,,,,,images/swig/teaching_68.jpg
SWiG,peeing_5.jpg,peeing_5.jpg,actions,A dog pees on a fireplug.,,dog,,test,fireplug,"{'foil': 0, 'caption': 3, 'other': 0}",A fireplug pees the dog.,actant-swap.json,,,,,,,,,,,images/swig/peeing_5.jpg
SWiG,arching_231.jpg,arching_231.jpg,actions,A man arches his back.,,man,,test,back,"{'foil': 0, 'caption': 3, 'other': 0}",A back arches toward the man.,actant-swap.json,,,,,,,,,,,images/swig/arching_231.jpg
SWiG,rehabilitating_199.jpg,rehabilitating_199.jpg,actions,A woman rehabilitates a person.,,woman,,test,person,"{'foil': 0, 'caption': 2, 'other': 1}",A person rehabilitates a woman.,actant-swap.json,,,,,,,,,,,images/swig/rehabilitating_199.jpg
SWiG,packaging_199.jpg,packaging_199.jpg,actions,The people package the food.,,people,,test,food,"{'foil': 0, 'caption': 3, 'other': 0}",A food packages the people.,actant-swap.json,,,,,,,,,,,images/swig/packaging_199.jpg
SWiG,packaging_197.jpg,packaging_197.jpg,actions,The people package the food.,,people,,test,food,"{'foil': 0, 'caption': 3, 'other': 0}",A food packages the people.,actant-swap.json,,,,,,,,,,,images/swig/packaging_197.jpg
SWiG,counting_103.jpg,counting_103.jpg,actions,A person counts money.,,person,,test,money,"{'foil': 0, 'caption': 3, 'other': 0}",A money counts as a person.,actant-swap.json,,,,,,,,,,,images/swig/counting_103.jpg
SWiG,wringing_140.jpg,wringing_140.jpg,actions,A person wrings out a towel.,,person,,test,towel,"{'foil': 0, 'caption': 3, 'other': 0}",A towel wrings from my person.,actant-swap.json,,,,,,,,,,,images/swig/wringing_140.jpg
SWiG,talking_27.jpg,talking_27.jpg,actions,A man talks with a cellular telephone.,,man,,test,telephone,"{'foil': 0, 'caption': 3, 'other': 0}",A telephone talks to a man.,actant-swap.json,,,,,,,,,,,images/swig/talking_27.jpg
SWiG,disembarking_35.jpg,disembarking_35.jpg,actions,The people disembark from ship.,,people,,test,ship,"{'foil': 0, 'caption': 3, 'other': 0}",A ship disembarks people.,actant-swap.json,,,,,,,,,,,images/swig/disembarking_35.jpg
SWiG,drooling_170.jpg,drooling_170.jpg,actions,A baby drools over clothing.,,baby,,test,clothing,"{'foil': 0, 'caption': 3, 'other': 0}",A clothing drools over the baby.,actant-swap.json,,,,,,,,,,,images/swig/drooling_170.jpg
SWiG,twirling_224.jpg,twirling_224.jpg,actions,A woman twirls on a baton.,,woman,,test,baton,"{'foil': 0, 'caption': 3, 'other': 0}",A baton twirls at the woman.,actant-swap.json,,,,,,,,,,,images/swig/twirling_224.jpg
SWiG,twirling_128.jpg,twirling_128.jpg,actions,A woman twirls on a baton.,,woman,,test,baton,"{'foil': 0, 'caption': 3, 'other': 0}",A baton twirls at the woman.,actant-swap.json,,,,,,,,,,,images/swig/twirling_128.jpg
SWiG,punting_124.jpg,punting_124.jpg,actions,An athlete punts on a soccer ball.,,athlete,,test,soccer ball,"{'foil': 0, 'caption': 3, 'other': 0}",A soccer ball punts at an athlete.,actant-swap.json,,,,,,,,,,,images/swig/punting_124.jpg
SWiG,riding_24.jpg,riding_24.jpg,actions,A man rids the raft.,,man,,test,raft,"{'foil': 0, 'caption': 3, 'other': 0}",A raft rids man.,actant-swap.json,,,,,,,,,,,images/swig/riding_24.jpg
SWiG,boating_46.jpg,boating_46.jpg,actions,A person boats a motorboat.,,person,,test,motorboat,"{'foil': 0, 'caption': 3, 'other': 0}",A motorboat boats a person.,actant-swap.json,,,,,,,,,,,images/swig/boating_46.jpg
SWiG,boating_44.jpg,boating_44.jpg,actions,A person boats a motorboat.,,person,,test,motorboat,"{'foil': 0, 'caption': 3, 'other': 0}",A motorboat boats a person.,actant-swap.json,,,,,,,,,,,images/swig/boating_44.jpg
